Site Name,Country/Region,Receiver,Antenna,Radome,Satellite System,Latitude,Longitude,Height (m),X (m),Y (m),Z (m),Calibration,Networks,Data Center,IERS DOMES,Clock,Agencies,Last Data
ABMF00GLP,GP,SEPT POLARX5,TRM57971.00,NONE,GPS+GLO+GAL+BDS+SBAS,16.262299821868854,-61.52753659928237,-25.747896777557475,2919785.7,-5383745.05,1774604.07,ROBOT,"IGS14 Core, IGS20, IGS14, IGS, IGS Multi-GNSS, RTS",IGN,97103M001,INTERNAL,Institut National de l'Information Geographique et,1
ABPO00MDG,MG,SEPT POLARX5,ASH701945G_M,SCIT,GPS+GLO+GAL+BDS+QZSS,-19.01830602777778,47.22921169444445,1552.9923,4097216.6805,4429119.0287,-2065771.3676,FIELD,"IGS14 Core, IGS20, IGS14, IGS, RTS, IGS Multi-GNSS",JPL,33302M001,INTERNAL,Jet Propulsion Laboratory,201
AC2300USA,US,SEPT POLARX5,TRM59800.99,SCIT,GPS+GLO+GAL+BDS+QZSS,60.47509266309052,-150.87795422707268,80.82618988806554,-2752835.7564,-1533596.375,5526823.6389,ROBOT,"RTS, IGS, IGS Multi-GNSS",CDDIS,49296M001,INTERNAL,EarthScope Consortium,1
AC2400USA,US,SEPT POLARX5,TRM159800.00,SCIT,GPS+GLO+GAL+BDS+QZSS,58.68157222222222,-156.6527555555555,36.4,-3051338.7572,-1317097.8223,5425614.2192,ROBOT,"RTS, IGS, IGS Multi-GNSS",CDDIS,49239M001,INTERNAL,EarthScope Consortium,1
ACRG00GHA,GH,JAVAD TRE_3S,SEPCHOKE_B3E6,NONE,GPS+GLO+GAL+BDS+IRNSS+SBAS,5.641472222222221,-0.20711111111111108,83.4,6347491.377,-22944.8986,622822.4766,ROBOT,"IGS, IGS Multi-GNSS, RTS",CDDIS,32904M001,INTERNAL,GeoForschungsZentrum,1
ACSO00USA,US,SEPT POLARX5,TRM59800.80,SCIT,GPS+GLO+GAL+BDS,40.232360790068874,-82.98153181991904,248.17470550876226,595828.1794,-4839733.9182,4097876.5995,COPIED,"RTS, IGS, IGS Multi-GNSS",CDDIS,49297M001,INTERNAL,EarthScope Consortium,1
ADIS00ETH,ET,LEICA GR50,LEIAR20,LEIM,GPS+GLO+GAL+BDS+SBAS,9.035135727777778,38.76630398055556,2439.149,4913652.76087,3945922.66962,995383.33311,ROBOT,"IGS20, IGS14, IGS Multi-GNSS, RTS, IGS",IGN,31502M001,,Addis Ababa University,47
AGGO00ARG,AR,SEPT POLARX5TR,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS+SBAS,-34.873708333333326,-58.1398611111111,42.085,2765120.9,-4449250.25,-3626405.6,ROBOT,"IGS, IGS Multi-GNSS, RTS",BKG,41596M001,EXTERNAL CESIUM,"Bundesamt fuer Kartographie und Geodaesie, Argentinean-German Geodetic Observatory",205
AIRA00JPN,JP,TRIMBLE ALLOY,TRM59800.00,SCIS,GPS+GLO+GAL+QZSS,31.82406111111111,130.59959166666667,314.64,-3530185.489,4118797.337,3344036.931,ROBOT,"IGS08, IGS20, IGS, IGS Multi-GNSS, RTS",CDDIS,21742S001,INTERNAL,Geospatial Information Authority of Japan,1
AJAC00FRA,FR,LEICA GR50,TRM115000.00,NONE,GPS+GLO+GAL+BDS+QZSS+SBAS,41.92745,8.762608333333333,98.8,4696990.0,723994.0,4239678.0,ROBOT,"IGS20, IGS14, IGS, RTS, IGS Multi-GNSS",BKG,10077M005,INTERNAL,Institut National de l'Information Geographique et,16
ALAC00ESP,ES,LEICA GR50,LEIAR25.R3,LEIT,GPS+GLO+GAL+BDS,38.338916666666655,-0.48123333333333335,60.3,5009051.41,-42072.468,3935057.475,ROBOT,"IGS, IGS Multi-GNSS, RTS",BKG,13433M001,INTERNAL,Instituto Geografico Nacional,1
ALBH00CAN,CA,SEPT POLARX5,TRM59800.00,SCIS,GPS+GLO+GAL,48.38980000000001,-123.48739999999998,32.0,-2341332.884,-3539049.509,4745791.36,ROBOT,"IGS14 Core, IGS08, IGS20, IGS14, IGS, RTS, IGS Multi-GNSS",PGC,40129M003,EXTERNAL H-MASER,Geological Survey of Canada,1
ALGO00CAN,CA,SEPT POLARX5,AOAD/M_T,NONE,GPS+GLO+GAL,45.95580039898852,-78.07136759112825,200.8294485278988,918129.4,-4346071.2,4561977.8,ROBOT,"IGS08, IGS20, IGS14, IGS, RTS, IGS Multi-GNSS",CDDIS,40104M002,INTERNAL,Natural Resources Canada,1
ALIC00AUS,AU,SEPT POLARX5,TWIVC6050,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS,-23.67011111111111,133.88552222222222,603.2,-4052052.725,4212835.9727,-2545104.5766,ROBOT,"IGS08 Core, IGS14 Core, IGS08, IGS20, IGS14, IGS, RTS, IGS Multi-GNSS",GA,50137M001,INTERNAL,Geoscience Australia,1
ALRT00CAN,CA,SEPT POLARX5,ASH701945D_M,NONE,GPS+GLO+GAL,82.49429444444442,-62.340461111111125,78.11,388042.75,-740382.4,6302001.85,ROBOT,"IGS08, IGS20, IGS14, IGS",CDDIS,40162M001,INTERNAL,"NRCan, Geodetic Survey Division",3
AMC400USA,US,SEPT POLARX5TR,TPSCR.G5C,NONE,GPS+GLO+GAL+BDS,38.803124999999994,-104.52459722222221,1911.3941,-1248596.405,-4819428.21,3976505.93,ROBOT,"IGS, IGS Multi-GNSS",JPL,40472S005,EXTERNAL H-MASER,"U.S. Naval Observatory, Jet Propulsion Laboratory",1
ANK200TUR,TR,TRIMBLE NETR9,TRM115000.00,NONE,GPS+GLO+GAL+BDS,39.84279722222223,32.775347222222216,1294.3,4124040.177,2655251.841,4065428.467,ROBOT,"IGS, IGS Multi-GNSS",IGN,20818M001,INTERNAL,General Command of Mapping Turkey,1
ANTC00CHL,CL,SEPT POLARX5,ASH700936D_M,SNOW,GPS+GLO+GAL,-37.33870277777779,-71.53205000000001,745.4,1608539.0,-4816370.0,-3847799.0,ROBOT,"IGS08, IGS20, IGS, IGS Multi-GNSS, RTS",SIO,41713S001,INTERNAL,National Seismological Center of the U. of Chile,2
ANTF00CHL,CL,STONEX SC2200,STXSA1500,STXG,GPS+GLO+GAL+BDS+SBAS,-23.701530555555554,-70.42007777777778,68.4,1958240.723,-5505483.304,-2548076.547,ROBOT,"IGS, RTS, IGS Multi-GNSS",CDDIS,41780M001,INTERNAL,Universidad de Santiago de Chile,8
AREG00PER,PE,SEPT POLARX5,TRM59800.00,NONE,GPS+GLO+GAL+BDS+SBAS,-16.465423315555558,-71.49290413638887,2489.337,1942816.3653,-5804077.1395,-1796884.4383,ROBOT,"IGS Multi-GNSS, IGS, RTS",IGN,42202M008,EXTERNAL RUBIDIUM,Centre National d'Etudes Spatiales,1
AREQ00PER,PE,SEPT POLARX5,JAVRINGANT_DM,NONE,GPS+GLO+GAL+BDS,-16.465517,-71.49279666666666,2488.9226,1942826.192,-5804070.331,-1796894.267,ROBOT,"IGS14 Core, IGS20, IGS14, IGS, IGS Multi-GNSS",JPL,42202M005,EXTERNAL QUARTZ,Jet Propulsion Laboratory,1
ARHT00ATA,AQ,JAVAD TRE_3 DELTA,JAVRINGANT_DM,SCIS,GPS+GLO+GAL+BDS+QZSS+IRNSS,-77.82943611111111,166.66365277777777,135.328,-1312626.536,311171.129,-6213081.915,ROBOT,"IGS, IGS Multi-GNSS, RTS",JPL,66001M005,INTERNAL,Jet Propulsion Laboratory,1
ARTU00RUS,RU,JAVAD TRE_G3TH DELTA,ASH700936D_M,DOME,GPS+GLO,56.42982222222222,58.56045277777777,247.511,1843956.968,3016202.97,5291261.66,,"IGS08 Core, IGS14 Core, IGS08, IGS20, IGS14, IGS",CDDIS,12362M001,INTERNAL,RDAAC,
ARUA00UGA,UG,LEICA GR50,LEIAR20,LEIM,GPS+GLO+GAL+BDS,3.0171444444444453,30.90991388888889,1208.9,5465789.6,3272492.248,333531.017,ROBOT,"IGS, IGS Multi-GNSS",National Lands Information Centre (Kampala),33904M001,INTERNAL,Institut National de l'Information Geographique et,1
ARUC00ARM,AM,SEPT POLARX5,ASH701945C_M,SCIS,GPS+GLO+GAL+BDS+QZSS+IRNSS,40.28572222222221,44.08558333333333,1222.0,3500416.7822,3390432.6839,4103027.5848,ROBOT,"IGS20, IGS, IGS Multi-GNSS, RTS",JPL,12312M002,INTERNAL,Jet Propulsion Laboratory,1
AS0200SAU,SA,TRIMBLE NETR9,TRM59800.00,SCIS,GPS+GLO+GAL+BDS,19.977227777777774,42.5984,1173.5,4415077.3,4059644.0,2165728.7,ROBOT,"IGS, IGS Multi-GNSS",,20133M001,,General Authority for Survey and Geospatial Information,19
ASCG00SHN,SH,TRIMBLE ALLOY,TRM59800.00,NONE,GPS+GLO+GAL+BDS+SBAS,-7.916280555555557,-14.332663888888886,38.0,6121151.578,-1563978.904,-872615.417,ROBOT,"IGS20, IGS, IGS Multi-GNSS, RTS",IGN,30602M004,INTERNAL,Centre National d'Etudes Spatiales,1
ASPA00USA,US,SEPT POLARX5,TRM55971.00,NONE,GPS+GLO+GAL,-14.326094444444443,-170.72243333333333,53.7,-6100260.096,-996503.51,-1567977.812,ROBOT,"IGS08 Core, IGS08, IGS20, IGS",https://geodesy.noaa.gov/corsdata/,50503S006,INTERNAL,National Geodetic Survey,1
AUCK00NZL,NZ,TRIMBLE ALLOY,TRM115000.00,NONE,GPS+GLO+GAL+BDS+QZSS,-36.602834954045335,174.83438661352716,132.69518621853038,-5105681.7,461564.0,-3782180.8,ROBOT,"IGS08 Core, IGS14 Core, IGS08, IGS, IGS20, IGS14, RTS, IGS Multi-GNSS",CDDIS,50209M001,INTERNAL,GNS Science,1
AUT000USA,US,JAVAD TRE_G3TH DELTA,TRM57971.00,NONE,GPS+GLO+GAL+SBAS,30.395477777777767,-97.73515833333335,257.2,-741133.42,-5456322.98,3208395.39,ROBOT,,BKG,49431M001,INTERNAL,DLR German Space Operations Center,1022
BADG00RUS,RU,JAVAD TRE_3 DELTA,JAVRINGANT_DM,JVDM,GPS+GLO+GAL,51.76970555555556,102.23498055555558,811.4,-838281.513,3865777.334,4987624.632,ROBOT,"IGS14 Core, IGS, IGS20, IGS14, IGS Multi-GNSS",SIO,12338M002,EXTERNAL H-MASER CH1-80,Institute of Applied Astronomy RAS,1
BAIE00CAN,CA,TPS NET-G5,TPSCR.G3,NONE,GPS+GLO,49.186825,-68.26332777777777,27.5,1546823.34,-3879765.13,4804185.05,ROBOT,"IGS, IGS20, RTS",CDDIS,40151M001,INTERNAL,Natural Resources Canada,1
BAKE00CAN,CA,SEPT POLARX5S,TPSCR.G3,NONE,GPS+GLO+GAL,64.31781944444444,-96.00234444444445,4.4,-289833.93,-2756501.06,5725162.22,ROBOT,"IGS08, IGS, IGS20, RTS, IGS Multi-GNSS",NRCan,40152M001,INTERNAL,Natural Resources Canada,1
BAKO00IDN,ID,LEICA GR50,LEIAR20,LEIM,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,-6.491054685,106.848909781,158.2,-1836969.054,6065617.126,-716257.839,ROBOT,"IGS, IGS20, IGS Multi-GNSS, RTS",Scripps Orbit and Permanent Array Center,23101M002,EXTERNAL,National Coordination Agency for Surveys and Mappi,10
BAMF00CAN,CA,SEPT POLARX5,SEPCHOKE_B3E6,SPKE,GPS+GLO+GAL+BDS,48.83531666666668,-125.13508888888892,11.1,-2420721.2,-3439856.061,4778532.675,ROBOT,"IGS, IGS Multi-GNSS",PGC,40190M001,INTERNAL CLOCK STEERING,Geological Survey of Canada,25
BARH00USA,US,LEICA GR30,LEIAR10,NONE,GPS+GLO,44.395047222222225,-68.22169166666664,6.8,1693644.846,-4239067.57,4439567.239,ROBOT,"IGS08, IGS, IGS20, IGS14",https://geodesy.noaa.gov/corsdata/,49927S001,INTERNAL,National Geodetic Survey,1
BAUT00DEU,DE,JAVAD TRE_3 DELTA,LEIAR25.R3,LEIT,GPS+GLO+GAL+BDS+SBAS,51.192344444444444,14.521733333333334,211.8,3877545.5,1004370.9,4947148.1,ROBOT,"RTS, IGS, IGS Multi-GNSS",BKG,14102M001,INTERNAL,Bundesamt fuer Kartographie und Geodaesie,1
BELE00BRA,BR,TRIMBLE NETR8,TRM115000.00,NONE,GPS+GLO,-1.4087944444444445,-48.46254722222221,9.08,4228139.05,-4772752.08,-155761.38,ROBOT,"IGS, IGS Multi-GNSS, RTS",JPL,41622M001,INTERNAL,Instituto Brasileiro de Geografia e Estatística,1
BHPL00IND,IN,TRIMBLE ALLOY,JAVGRANT_G5TLBI,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,23.288942045495318,77.46663581457665,446.64885366917815,1272088.7371,5722250.3614,2506319.6752,ROBOT,"IGS, IGS Multi-GNSS",CDDIS,22319M001,EXTERNAL CESIUM,ISTRAC,1
BHR300BHR,BH,NOV OEM6,TPSCR.G5,TPSH,GPS,26.20914722222222,50.60815277777778,-13.9,3633910.0128,4425277.9238,2799863.4081,ROBOT,IGS,CDDIS,24901S002,EXTERNAL CESIUM,National Geospatial-Intelligence Agency,2
BHR400BHR,BH,NOV OEM6,TPSCR.G5,TPSH,GPS,26.20914722222222,50.60815277777778,-13.9,3633910.0128,4425277.9238,2799863.4081,ROBOT,"IGS20, IGS",CDDIS,24901S002,EXTERNAL CESIUM,National Geospatial-Intelligence Agency,2
BIK000KGZ,KG,SEPT POLARX5,JAV_RINGANT_G3T,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,42.854193,74.533182,744.8761,1249005.2754,4513917.3977,4316147.9704,CHAMBER,"IGS Multi-GNSS, IGS, RTS",CDDIS,12358M003,INTERNAL,GeoForschungsZentrum,1
BILL00USA,US,SEPT POLARX5,TRM59800.99,SCIT,GPS+GLO+GAL+BDS+QZSS+SBAS,33.57824166666666,-117.06460000000001,470.06,-2420420.5012,-4737131.5508,3507827.665,ROBOT,"IGS, IGS Multi-GNSS, RTS",CDDIS,49916M001,INTERNAL,EarthScope Consortium,1
BJCO00BEN,BJ,TRIMBLE NETR5,TRM59800.00,NONE,GPS+GLO,6.384663888888889,2.450022222222223,30.7,6333076.505,270973.437,704551.984,ROBOT,"IGS14 Core, IGS, IGS20, IGS14",https://geodesy.noaa.gov/corsdata/,32701M001,INTERNAL,Institut Geographique National-Benin,
BJFS00CHN,CN,TRIMBLE NETR9,TRM59900.00,SCIS,GPS+GLO,39.608624999999996,115.89246111111113,87.413,-2148743.808,4426641.281,4044655.993,ROBOT,"IGS08 Core, IGS08, IGS, IGS20, IGS14",IGN,21601M001,EXTERNAL RUBIDIUM,Chinese Academy of Surveying & Mapping,1
BJNM00CHN,CN,SEPT POLARX3ETR,NOV702GG,NONE,GPS+GLO,40.24532600087345,116.22413453553247,109.47466479353368,-2154288.0,4373440.0,4098886.0,ROBOT,"IGS, IGS14",CDDIS,21616M001,EXTERNAL HYDROGEN MASER,National Institute of Metrology,
BLYT00USA,US,SEPT POLARX5,TWIVC6050,SCIS,GPS+GLO+GAL+BDS+QZSS+SBAS,33.610413888888885,-114.71484999999997,85.9,-2223206.72,-4830299.8,3510587.59,ROBOT,"IGS, RTS, IGS Multi-GNSS",CDDIS,40479M001,INTERNAL,USGS,1
BNEU00LAO,LA,CHC P5E,CHCC220GR2,CHCD,GPS+GLO+GAL+BDS,21.64396666666667,101.91719444444445,1012.0,-1224961.726,5804226.511,2338188.568,ROBOT,"IGS, IGS Multi-GNSS",IGN,24110M001,,Institut National de l'Information Geographique et,254
BNOA00IDN,ID,SEPT POLARX5,TRM59900.00,SCIS,GPS+GLO+GAL,-8.746499999999997,115.20991666666667,39.056,-2685309.038,5704009.251,-963466.461,ROBOT,IGS,SIO,23116M001,INTERNAL,Pacific GPS Facility,23
BOAV00BRA,BR,TRIMBLE NETR9,TRM115000.00,NONE,GPS+GLO+GAL+BDS,2.8451805555555563,-60.701113888888884,69.48,3117452.21,-5555487.82,314480.74,ROBOT,"IGS20, IGS, IGS Multi-GNSS, RTS",CDDIS,41636M001,INTERNAL,Instituto Brasileiro de Geografia e Estatística,2
BOGI00POL,PL,TPS NET-G5,TPSCR.G5,TPSH,GPS+GLO+GAL+BDS,52.4749888888889,21.035211111111117,139.9,3633815.7,1397453.9,5035280.8,ROBOT,"IGS, IGS Multi-GNSS, RTS",BEV,12207M003,EXTERNAL RUBIDIUM,Institute of Geodesy and Cartography,1
BOGT00COL,CO,JAVAD TRE_3 DELTA,JAVRINGANT_DM,NONE,GPS+GLO+GAL+BDS,4.6400730833333315,-74.08093955555555,2576.7782,1744399.0397,-6116037.5577,512731.7532,ROBOT,"IGS08 Core, IGS08, IGS, RTS, IGS Multi-GNSS",JPL,41901M001,INTERNAL,Jet Propulsion Laboratory,1
BOR100POL,PL,TRIMBLE NETR9,TRM59800.00,NONE,GPS+GLO+GAL+BDS+QZSS+SBAS,52.276955555555546,17.073458333333335,124.9,3738358.833,1148173.963,5021816.113,ROBOT,"IGS08, IGS, IGS20, IGS14, RTS, IGS Multi-GNSS",BKG,12205M002,EXTERNAL H-MASER,SRC PAS Borowiec Observatory,1
BRAZ00BRA,BR,LEICA GR50,LEIAR10,NONE,GPS+GLO+GAL+BDS,-15.947475342565658,-47.87786898305092,1106.0203380898818,4115014.0848,-4550641.5491,-1741444.019,ROBOT,"IGS08 Core, IGS14 Core, IGS08, IGS, IGS20, IGS14, RTS, IGS Multi-GNSS",CDDIS,41606M001,INTERNAL,Instituto Brasileiro de Geografia e Estatística,2
BREW00USA,US,SEPT POLARX5TR,ASH701945C_M,SCIT,GPS+GLO+GAL+BDS+QZSS,48.131524027777786,-119.68263352777778,238.6273,-2112007.1404,-3705351.8421,4726827.1606,FIELD,"IGS08, IGS, IGS14, IGS20, IGS Multi-GNSS, RTS",JPL,40473M001,EXTERNAL H-MASER,Jet Propulsion Laboratory,1
BRFT00BRA,BR,SEPT POLARX5,LEIAT504,NONE,GPS+GLO+GAL,-3.8774472222222216,-38.4255361111111,21.7,4985393.532,-3954993.417,-428426.704,ROBOT,"IGS08 Core, IGS14 Core, IGS08, IGS, IGS14, IGS20",https://geodesy.noaa.gov/corsdata/,41602M002,INTERNAL,National Geodetic Survey,176
BRMG00DEU,DE,JAVAD TRE_3S DELTA,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS+SBAS,47.907738888888886,7.632877777777777,261.6,4245557.1,568958.1,4710200.0,ROBOT,"IGS, IGS Multi-GNSS, RTS",BKG,10918M001,INTERNAL,Bundesamt fuer Kartographie und Geodaesie,1
BRST00FRA,FR,TRIMBLE ALLOY,TRM57971.00,NONE,GPS+GLO+GAL+BDS+SBAS,48.380497222222225,-4.4966,65.5,4231162.0,-332747.0,4745131.0,ROBOT,"IGS08, IGS, IGS14, IGS20, IGS Multi-GNSS, RTS",BKG,10004M004,INTERNAL,Institut National de l'Information Geographique et,1
BRUX00BEL,BE,SEPT POLARX5TR,JAVRINGANT_DM,SCIS,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,50.7980638888889,4.358563888888889,158.3,4027881.628,306998.537,4919498.984,ROBOT,"IGS, IGS14, IGS20, IGS Multi-GNSS, RTS",ROB,13101M010,EXTERNAL CESIUM,Royal Observatory of Belgium,1
BSHM00ISR,IL,SEPT POLARX5,TRM59800.00,SCIS,GPS+GLO+GAL+BDS+QZSS+IRNSS,32.778987317,35.022986845,225.066,4395951.1833,3080707.2289,3433498.2609,ROBOT,"IGS, IGS14, IGS20, IGS Multi-GNSS, RTS",JPL,20705M001,INTERNAL,Jet Propulsion Laboratory,1
BTNG00IDN,ID,SEPT POLARX5,TRM59900.00,SCIS,GPS+GLO+GAL,1.4389222222222227,125.19043055555557,74.993,-3674585.766,5210904.565,159093.409,ROBOT,IGS,SIO,23105M002,INTERNAL,Pacific GPS Facility,2
BUCU00ROU,RO,LEICA GR50,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS+SBAS,44.463944444444444,26.12573888888889,143.2,4093760.994,2007793.667,4445129.862,ROBOT,"IGS08, IGS, IGS14, IGS20, IGS Multi-GNSS, RTS",BKG,11401M001,INTERNAL,TU of Civil Engineering Bucharest,1
BZR200ITA,IT,LEICA GR30,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS,46.49578611111111,11.338236111111112,331.2,4312893.06,864794.52,4603598.27,ROBOT,"IGS, IGS Multi-GNSS, RTS",BKG,12751M003,INTERNAL,AUTONOME PROVINZ BOZEN - SÜDTIROL,1
CACE00ESP,ES,LEICA GR50,LEIAR20,LEIM,GPS+GLO+GAL+BDS,39.47888888888888,-6.341780555555557,437.9,4899866.0,-544567.0,4033773.0,ROBOT,"IGS, IGS Multi-GNSS, RTS",BKG,13447M001,INTERNAL,Instituto Geografico Nacional,1
