Site Name,Country/Region,Receiver,Antenna,Radome,Satellite System,Latitude,Longitude,Height (m),X (m),Y (m),Z (m),Calibration,Networks,Data Center,IERS DOMES,Clock,Agencies,Last Data
NVSK00RUS,RU,TRIMBLE R9S,TRM57971.00,NONE,GPS+GLO,54.84060000000001,83.23550000000002,123.6429,433604.1534,3655557.747,5191288.0377,ROBOT,"IGS08, IGS",BKG,12319M001,INTERNAL,Trofimuk Institute of Petroleum Geology,3
NYA100NOR,NO,TRIMBLE NETR9,ASH701073.1,SNOW,GPS+GLO+GAL+BDS+QZSS,78.92955277777777,11.865294444444444,83.7,1202434.0,252632.0,6237772.0,ROBOT,"IGS08, IGS14, IGS14 Core, IGS, IGS Multi-GNSS",BKG,10317M003,INTERNAL,Norwegian Mapping Authority,1
NYA200NOR,NO,SEPT POLARX5,JAVRINGANT_G5T,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,78.93033333333332,11.858638888888892,81.5,1202379.31,252474.6543,6237786.5417,ROBOT,"IGS Multi-GNSS, IGS, RTS",CDDIS,10317M008,INTERNAL,GeoForschungsZentrum,1
NYAL00NOR,NO,TRIMBLE NETR9,AOAD/M_B,DOME,GPS+GLO+GAL+BDS+QZSS,78.92958055555556,11.865094444444441,79.0,1202431.0,252627.0,6237768.0,,"IGS08, IGS14, IGS20, IGS14 Core, IGS, IGS Multi-GNSS",BKG,10317M001,INTERNAL,Norwegian Mapping Authority,1
OAFA00ARG,AR,TRIMBLE NETR9,ASH700936C_M,NONE,GPS+GLO+GAL+BDS,-31.50868333333334,-68.62326666666667,727.3,1984093.3,-5068867.9,-3314488.0,ROBOT,"IGS, RTS, IGS Multi-GNSS",RAMSAC,41508M001,INTERNAL,IGN-Argentina,1
OAK100GBR,GB,NOV OEM6,TPSCR.G5,TPSH,GPS,51.11761388888889,-0.9051222222222223,139.6,4011440.6345,-63375.4207,4941877.2641,ROBOT,IGS,CDDIS,13235S002,EXTERNAL CESIUM,National Geospatial-Intelligence Agency,2
OAK200GBR,GB,NOV OEM6,TPSCR.G5,TPSH,GPS,51.11761388888889,-0.9051222222222223,139.6,4011440.6345,-63375.4207,4941877.2641,ROBOT,IGS,CDDIS,13235S002,EXTERNAL CESIUM,National Geospatial-Intelligence Agency,2
OBE400DEU,DE,SEPT ASTERX4,SEPCHOKE_B3E6,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,48.08480555555556,11.277855555555556,650.6,4186704.43,834903.583,4723664.857,ROBOT,"IGS Multi-GNSS, RTS, IGS",CDDIS,14208M007,INTERNAL,GeoForschungsZentrum,1
OHI200ATA,AQ,JAVAD TRE_G3TH DELTA,LEIAR25.R4,LEIT,GPS+GLO+GAL+SBAS,-63.321099999999994,-57.90130000000001,33.1,1525811.8,-2432479.1,-5676166.0,ROBOT,"IGS08, IGS08 Core, IGS14, IGS20, IGS14 Core, IGS, IGS Multi-GNSS",BKG,66008M005,EXTERNAL H-MASER,Bundesamt fuer Kartographie und Geodaesie,955
OHI300ATA,AQ,LEICA GR50,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS+SBAS,-63.32109472222221,-57.901385277777756,32.15,1525808.9,-2432478.5,-5676166.0,ROBOT,"IGS08, IGS14, IGS14 Core, IGS20, IGS, IGS Multi-GNSS, RTS",BKG,66008M006,EXTERNAL H-MASER,Bundesamt fuer Kartographie und Geodaesie,302
ONS100SWE,SE,TRIMBLE ALLOY,TPSCR.G5,TPSH,GPS+GLO+GAL+BDS+SBAS,57.39533055555553,11.92453611111111,44.4,3370667.198,711818.723,5349787.879,ROBOT,"IGS14 Core, IGS Multi-GNSS, IGS, RTS",BKG,10402M007,EXTERNAL H-MASER,Lantmateriet the Swedish mapping authority,1
ONSA00SWE,SE,SEPT POLARX5TR,AOAD/M_B,OSOD,GPS+GLO+GAL+BDS+SBAS,57.395297222222204,11.92551388888889,45.5,3370658.832,711876.939,5349786.745,,"IGS08, IGS14, IGS20, IGS, IGS Multi-GNSS, RTS",BKG,10402M004,EXTERNAL H-MASER,Lantmateriet the Swedish mapping authority,1
OP7100FRA,FR,SEPT POLARX5TR,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,48.835905861111115,2.3349749166666665,124.553,4202779.735,171370.766,4778660.65,ROBOT,"IGS, IGS Multi-GNSS",IGN,10001S007,EXTERNAL UTC(OP),LNE-SYRTE Observatoire de Paris,2
OPMT00FRA,FR,ASHTECH Z-XII3T,3S-02-TSADM,NONE,GPS,48.835919807731784,2.334938423031332,122.58304990926247,4202777.3831,171367.9881,4778660.1844,CONVERTED,IGS,IGN,10001S006,EXTERNAL UTC(OP),LNE-SYRTE Observatoire de Paris,3
ORID00MKD,MK,LEICA GR30,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS+SBAS,41.12731111111112,20.79404722222223,773.0,4498451.81,1708266.83,4173591.78,ROBOT,"IGS20, IGS, IGS Multi-GNSS, RTS",BKG,15601M001,INTERNAL,Agency for Real Estate Cadastre,1
OSN300KOR,KR,NOV OEM6,TPSCR.G5,TPSH,GPS,37.08268888888889,127.03358888888889,64.4,-3068341.3246,4066863.7631,3824756.8354,ROBOT,IGS,CDDIS,23904S002,EXTERNAL CESIUM,National Geospatial-Intelligence Agency,2
OSN400KOR,KR,NOV OEM6,TPSCR.G5,TPSH,GPS,37.08268888888889,127.03358888888889,64.4,-3068341.3246,4066863.7631,3824756.8354,ROBOT,IGS,CDDIS,23904S002,EXTERNAL CESIUM,National Geospatial-Intelligence Agency,2
OUS200NZL,NZ,SEPT POLARX5,SEPCHOKE_B3E6,NONE,GPS+GLO+GAL+BDS+QZSS+SBAS,-45.869475,170.51093333333338,26.1,-4387890.8367,733420.3903,-4555176.3706,ROBOT,"IGS08, IGS14, IGS20, IGS14 Core, IGS, IGS Multi-GNSS, RTS",CDDIS,50212M002,INTERNAL,GeoForschungsZentrum,1
OWMG00NZL,NZ,TRIMBLE ALLOY,TRM159900.00,NONE,GPS+GLO+GAL+BDS+QZSS+SBAS,-44.024295227777785,-176.3688030555556,21.603,-4584394.1059,-290931.9957,-4410048.0233,ROBOT,"IGS, IGS Multi-GNSS, RTS",IGN,50253M004,INTERNAL,Centre National d'Etudes Spatiales,1
P04300USA,US,SEPT POLARX5,TRM59800.99,SCIT,GPS+GLO+GAL+BDS+QZSS,43.881147222222225,-104.18570277777779,1490.9329,-1128701.5937,-4465270.5852,4399615.9675,ROBOT,"IGS20, RTS, IGS, IGS Multi-GNSS",CDDIS,49226M001,INTERNAL,EarthScope Consortium,1
P05100USA,US,SEPT POLARX5,TRM59800.00,SCIT,GPS+GLO+GAL+BDS+QZSS,45.8066,-108.5461444444445,1081.0981,-1416838.9163,-4223178.9758,4551064.1022,ROBOT,"RTS, IGS, IGS Multi-GNSS",CDDIS,49243M001,INTERNAL,EarthScope Consortium,1
P05300USA,US,SEPT POLARX5,TRM59800.99,SCIT,GPS+GLO+GAL+BDS+QZSS,48.726080555555555,-107.72541944444443,814.9878,-1283559.1005,-4015770.3241,4771131.6324,ROBOT,"RTS, IGS, IGS Multi-GNSS",CDDIS,49255M001,INTERNAL,EarthScope Consortium,1
P38900USA,US,SEPT POLARX5,TRM59800.80,SCIT,GPS+GLO+GAL+BDS+QZSS,43.811988888888884,-120.60334444444445,1397.891,-2347407.3618,-3968720.2532,4394008.5091,COPIED,"RTS, IGS, IGS Multi-GNSS",CDDIS,44501M001,INTERNAL,EarthScope Consortium,1
P77900USA,US,SEPT POLARX5,TRM59800.00,SCIT,GPS+GLO+GAL+BDS+SBAS,35.20193888888888,-82.87247222222223,880.087,647472.8123,-5177938.9848,3656703.6083,ROBOT,"RTS, IGS, IGS Multi-GNSS",CDDIS,44512M001,INTERNAL,EarthScope Consortium,1
P80200USA,US,SEPT POLARX5,TRM59800.80,SCIT,GPS+GLO+GAL+BDS+QZSS,46.55756388888889,-100.62341666666669,573.1,-810033.1477,-4318611.4126,4608498.8926,COPIED,"RTS, IGS, IGS Multi-GNSS",CDDIS,49299M001,INTERNAL,EarthScope Consortium,1
PALM00ATA,AQ,SEPT POLARX5,ASH700936D_M,SCIS,GPS+GLO+GAL+BDS+QZSS,-64.77508980555557,-64.05112180555555,31.2394,1192671.992,-2450887.706,-5747096.184,ROBOT,"IGS08, IGS08 Core, IGS20, IGS, RTS, IGS Multi-GNSS",JPL,66005M002,INTERNAL,Jet Propulsion Laboratory,1
PARC00CHL,CL,TRIMBLE ALLOY,TRM57971.00,NONE,GPS+GLO+GAL+BDS,-53.13695241021199,-70.87988077907232,22.285834098551984,1255992.6,-3622975.3,-5079719.1,ROBOT,"IGS08, IGS08 Core, IGS14, IGS14 Core, IGS20, IGS, IGS Multi-GNSS",SIO,41716S001,INTERNAL,Instituto Geografico Militar de Chile,9
PARK00AUS,AU,SEPT POLARX5TR,LEIAR25,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS,-32.998761111111115,148.2646138888889,397.4,-4554255.2298,2816652.4564,-3454059.7149,ROBOT,"IGS, IGS Multi-GNSS, RTS",GA,50108M001,EXTERNAL H-MASER,Geoscience Australia,1
PBR400IND,IN,TRIMBLE ALLOY,JAVGRANT_G5TLBI,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,11.637441666666662,92.71243055555556,-14.6,-295668.617,6240862.9057,1278143.3359,ROBOT,"IGS, IGS Multi-GNSS",,22308M003,EXTERNAL CESIUM,ISTRAC,1
PDEL00PRT,PT,TRIMBLE ALLOY,TRM159900.00,NONE,GPS+GLO+GAL+BDS+SBAS,37.74774722222222,-25.662766666666666,110.8,4551596.139,-2186893.415,3883410.679,ROBOT,"IGS08, IGS14, IGS08 Core, IGS20, IGS, IGS Multi-GNSS, RTS",BKG,31906M004,INTERNAL,Direção-Geral do Território,1
PENC00HUN,HU,LEICA GRX1200GGPRO,LEIAT504GG,LEIS,GPS+GLO,47.7896,19.281522222222225,291.7,4052449.8,1417680.8,4701406.9,ROBOT,"IGS20, IGS, RTS",BKG,11206M006,INTERNAL,FÖMI Satellite Geodetic Observatory,1
PERT00AUS,AU,TRIMBLE ALLOY,TRM59800.00,NONE,GPS+GLO+GAL+BDS+QZSS,-31.801958333333335,115.88525555555553,12.7,-2368688.0359,4881316.6955,-3341794.9735,ROBOT,"IGS08, IGS14, IGS14 Core, IGS20, IGS, IGS Multi-GNSS, RTS",GA,50133M001,INTERNAL,Geoscience Australia,1
PETS00RUS,RU,JAVAD TRE_G3TH DELTA,ASH701933B_M,SCIS,GPS+GLO,53.023300000000006,158.65013611111112,102.2,-3580828.5,1399698.1,5072185.2,,"IGS20, IGS",CDDIS,12355M003,INTERNAL,RDAAC,
PGEN00PHL,PH,LEICA GR50,LEIAR25,LEIT,GPS+GLO+GAL+BDS+QZSS+SBAS,6.0649117,125.1316614,121.086,-3650007.45,5187339.681,669409.364,ROBOT,"IGS, IGS Multi-GNSS",IGN,22013M001,INTERNAL,Nat'l Mapping and Resource Info. Authority,3
PICL00CAN,CA,SEPT POLARX5,TWIVC6150,NONE,GPS+GLO+GAL,51.47980833333334,-90.16197500000001,315.1,-11253.04,-3980586.68,4967210.25,ROBOT,"IGS20, IGS, IGS Multi-GNSS, RTS",CDDIS,40155M001,INTERNAL,Natural Resources Canada,1
PIE100USA,US,SEPT POLARX5TR,ASH701945E_M,NONE,GPS+GLO+GAL+BDS,34.301505805555564,-108.11892736111109,2347.7109,-1640916.928,-5014781.187,3575447.077,ROBOT,"IGS08, IGS14, IGS20, IGS14 Core, IGS, IGS Multi-GNSS, RTS",JPL,40456M001,EXTERNAL H-MASER,Jet Propulsion Laboratory,1
PIMO00PHL,PH,SEPT POLARX5,ASH701945C_M,NONE,GPS+GLO+GAL+BDS+QZSS,14.635719444444442,121.07773055555559,95.532,-3186293.8,5286624.28,1601158.31,ROBOT,"IGS08, IGS08 Core, IGS20, IGS, IGS Multi-GNSS, RTS",JPL,22003M001,INTERNAL,Jet Propulsion Laboratory,1
PIN100USA,US,SEPT POLARX5,TPSCR.G5,SCIS,GPS+GLO+GAL+BDS+SBAS,33.61215833333333,-116.45816944444445,1256.1711,-2369511.11,-4761206.68,3511396.35,,IGS,Scripps Orbit and Permanent Array Center,40407M003,INTERNAL,Scripps Orbit and Permanent Array Center,4
PIUR00PER,PE,JAVAD TR_2S,JAVRINGANT_G5T,NONE,GPS+GLO+GAL+BDS+SBAS,-5.169866666666667,-80.63928611111112,55.8,1033217.2185,-6267829.1514,-570899.588,ROBOT,"IGS, IGS Multi-GNSS, RTS",CDDIS,42294M001,INTERNAL,GeoForschungsZentrum,1
PNGM00PNG,PG,SEPT POLARX5,JAVRINGANT_DM,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS,-2.043225,147.36599999999999,116.3,-5367942.423,3437432.415,-225885.42,ROBOT,"IGS20, IGS Multi-GNSS, IGS, RTS",GA,51006M001,INTERNAL,Geoscience Australia,1
POAL00BRA,BR,TRIMBLE NETR9,TRM115000.00,NONE,GPS+GLO+GAL+BDS,-30.074041666666666,-51.11976388888888,76.75,3467519.4,-4300378.53,-3177517.73,ROBOT,"IGS20, IGS, IGS Multi-GNSS, RTS",CDDIS,41616M001,INTERNAL,Instituto Brasileiro de Geografia e Estatística,1
POHN00FSM,FM,SEPT POLARX5,JAVRINGANT_DM,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS,6.959943751208096,158.2101158904494,90.70038708885525,-5879158.7411,2350291.7598,767748.1911,ROBOT,"IGS14, IGS20, IGS14 Core, IGS, IGS Multi-GNSS, RTS",GA,51601M001,INTERNAL,Geoscience Australia,1
POL200KGZ,KG,JAVAD TRE_3 DELTA,TPSCR.G3,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS,42.679800000000014,74.69430000000001,1714.2,1239971.4511,4530790.0876,4302578.795,ROBOT,"IGS08, IGS14, IGS08 Core, IGS14 Core, IGS20, IGS, IGS Multi-GNSS",JPL,12348M001,INTERNAL,Jet Propulsion Laboratory,1
POLV00UKR,UA,LEICA GR50,LEIAR20,LEIM,GPS+GLO+GAL+BDS+QZSS,49.60261388888888,34.54292777777777,178.1,3411557.338,2348463.835,4834396.643,ROBOT,"IGS08, IGS14, IGS08 Core, IGS20, IGS, IGS Multi-GNSS",BKG,12336M001,INTERNAL,Main Astronomical Observatory of Ukraine,1
POTS00DEU,DE,JAVAD TRE_3,JAVRINGANT_G5T,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,52.379297222222206,13.066091666666667,144.4,3800689.6341,882077.3857,5028791.3179,ROBOT,"IGS08, IGS14, IGS20, IGS, IGS Multi-GNSS, RTS",CDDIS,14106M003,INTERNAL,GeoForschungsZentrum,1
POVE00BRA,BR,TRIMBLE NETR9,TRM115000.00,NONE,GPS+GLO+GAL+BDS,-8.709336583333332,-63.896319777777784,119.6,2774265.608,-5662060.1407,-959415.8531,ROBOT,"IGS20, IGS, RTS, IGS Multi-GNSS",CDDIS,41628M001,INTERNAL,Instituto Brasileiro de Geografia e Estatística,2
PPPC00PHL,PH,LEICA GR50,LEIAR25,LEIT,GPS+GLO+GAL+BDS+QZSS+SBAS,9.772931900000001,118.74023373888889,66.528,-3022676.63,5511839.312,1075517.497,ROBOT,"IGS, IGS Multi-GNSS",IGN,22016M001,INTERNAL,Nat'l Mapping and Resource Info. Authority,29
PRDS00CAN,CA,JAVAD TRE_3N DELTA,AOAD/M_T,NONE,GPS+GLO+GAL,50.87135248983159,-114.2934950752915,1247.9394841490575,-1659602.83,-3676725.75,4925493.59,ROBOT,"IGS08, IGS14, IGS20, IGS, RTS, IGS Multi-GNSS",CDDIS,40124M001,INTERNAL,Natural Resources Canada,1
PRE300ZAF,ZA,NOV OEM6,TPSCR.G5,TPSH,GPS,-25.746491666666667,28.22404722222222,1413.8,5066223.4502,2719223.3231,-2754406.2095,ROBOT,IGS,CDDIS,30310S002,EXTERNAL CESIUM,National Geospatial-Intelligence Agency,2
PRE400ZAF,ZA,NOV OEM6,TPSCR.G5,TPSH,GPS,-25.746491666666667,28.22404722222222,1413.8,5066223.4502,2719223.3231,-2754406.2095,ROBOT,IGS,CDDIS,30310S002,EXTERNAL CESIUM,National Geospatial-Intelligence Agency,2
PTAG00PHL,PH,LEICA GR50,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS+QZSS+SBAS,14.535442,121.04076390000002,86.65,-3184318.607,5291065.565,1590418.272,ROBOT,"IGS20, IGS, IGS Multi-GNSS",IGN,22006M005,INTERNAL,Nat'l Mapping and Resource Info. Authority,1
PTBB00DEU,DE,SEPT POLARX5TR,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,52.2961888888889,10.459744444444443,130.2,3844060.11,709661.2,5023129.46,ROBOT,"IGS, IGS Multi-GNSS",BKG,14234M001,EXTERNAL ACTIVE H-MASER,"Bundesamt fuer Kartographie und Geodaesie, Physikalisch-Technische Bundesanstalt",1
PTGG00PHL,PH,SEPT POLARX5,TRM59800.00,SCIS,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,14.535402222222222,121.04126540833335,84.9,-3184364.705,5291037.104,1590413.539,ROBOT,"IGS, IGS Multi-GNSS, RTS",IGN,22006M006,INTERNAL,Centre National d'Etudes Spatiales,1
PTVL00VUT,VU,SEPT POLARX5,JAVRINGANT_DM,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS,-17.74943333333333,168.31502500000008,86.4,-5950573.262,1230677.252,-1932016.954,ROBOT,"IGS20, IGS Multi-GNSS, IGS, RTS",GA,51402M002,INTERNAL,Geoscience Australia,1
QAQ100GRL,GL,SEPT POLARX5,ASH701945E_M,SCIS,GPS+GLO+GAL+BDS,60.715263888888884,-46.04776111111111,110.4,2170942.18,-2251829.95,5539988.29,ROBOT,"IGS08, IGS14, IGS08 Core, IGS14 Core, IGS20, IGS, IGS Multi-GNSS",CDDIS,43007M001,INTERNAL,DTU Space,1
QIKI00CAN,CA,SEPT POLARX5,TWIVC6150,NONE,GPS+GLO+GAL+BDS,67.55933333333333,-64.03366666666665,13.3,1069081.29,-2195214.2,5872519.02,ROBOT,"IGS08, IGS14, IGS14 Core, IGS20, IGS, IGS Multi-GNSS, RTS",NRCan/CGS,40166M001,INTERNAL,"NRCan, Geodetic Survey Division",1
QS0700SAU,SA,TRIMBLE NETR9,TRM59800.00,SCIS,GPS+GLO+GAL+BDS+QZSS,25.6098388888889,43.947799999999994,725.4,4144011.6,3994535.6,2740461.7,ROBOT,"IGS, IGS Multi-GNSS",,29819M001,INTERNAL,General Authority for Survey and Geospatial Information,19
QUI300ECU,EC,NOV OEM6,TPSCR.G5,TPSH,GPS,-0.13957777777777777,-78.46728055555556,2927.5,1275746.5857,-6252216.7587,-15440.9118,ROBOT,IGS,CDDIS,42003S004,EXTERNAL CESIUM,National Geospatial-Intelligence Agency,2
QUI400ECU,EC,NOV OEM6,TPSCR.G5,TPSH,GPS,-0.13957777777777777,-78.46728055555556,2927.5,1275746.5857,-6252216.7587,-15440.9118,ROBOT,IGS,CDDIS,42003S004,EXTERNAL CESIUM,National Geospatial-Intelligence Agency,2
QUIN00USA,US,JAVAD TRE_3 DELTA,ASH701945E_M,SNOW,GPS+GLO+GAL+BDS+QZSS,39.97455277777778,-120.94442777777776,1105.7651,-2517231.209,-4198595.058,4076531.208,ROBOT,"IGS08, IGS14, IGS20, IGS, IGS Multi-GNSS, RTS",JPL,40433M004,INTERNAL,Jet Propulsion Laboratory,1
RABT00MAR,MA,JAVAD TRE_3 DELTA,TRM29659.00,SCIS,GPS+GLO+GAL+BDS+IRNSS,33.99810277777778,-6.85428888888889,90.1,5255617.68,-631745.622,3546322.61,ROBOT,"IGS08, IGS14, IGS20, IGS, IGS Multi-GNSS",JPL,35001M002,INTERNAL,Jet Propulsion Laboratory,308
RAEG00PRT,PT,LEICA GR50,LEIAR20,NONE,GPS+GLO+GAL+BDS,36.985700000000016,-25.126388888888886,297.9,4618477.733,-2166047.526,3816304.845,ROBOT,"IGS, IGS Multi-GNSS, RTS",BKG,31912M003,EXTERNAL H-MASER,Instituto Geografico Nacional,1
RAMO00ISR,IL,JAVAD TRE_G3TH DELTA,ASH701945B_M,SNOW,GPS+GLO,30.59775833333333,34.76313888888888,893.1,4514719.1,3133506.0,3228042.6,COPIED,"IGS08, IGS08 Core, IGS14, IGS20, IGS",BKG,20703S001,INTERNAL,Survey of Israel,1
RBAY00ZAF,ZA,TRIMBLE ALLOY,TRM59800.00,SCIS,GPS+GLO,-28.795547222222226,32.078386111111115,31.8,4739765.8116,2970758.3766,-3054077.6457,ROBOT,"IGS08, IGS08 Core, IGS20, IGS, RTS",ftp://igs.ign.fr/,30315M001,INTERNAL,National Geospatial Information,2
RDSD00DOM,DO,TRIMBLE NETR9,TRM59800.00,SCIS,GPS+GLO+GAL+BDS,18.461397573838415,-69.91132272998806,-9.205730467592923,2078678.9266,-5683737.2471,2006886.8885,ROBOT,"IGS20, IGS, RTS, IGS Multi-GNSS",CDDIS,40805M001,INTERNAL,"Geomedicion, Instrumentos y Sistemas",1
REDU00BEL,BE,SEPT POLARX5TR,SEPCHOKE_B3E6,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,50.0015,5.144880555555557,369.9,4091423.462,368380.429,4863179.703,ROBOT,"IGS Multi-GNSS, IGS, RTS",CDDIS,13102M001,EXTERNAL CESIUM,ESA/ESOC,1
RESO00CAN,CA,SEPT POLARX5,TWIVC6150,NONE,GPS+GLO+GAL+BDS+QZSS+SBAS,74.69081954602731,-94.89370536335724,20.073813835634237,-144108.006,-1683119.882,6129763.369,ROBOT,"IGS08, IGS14, IGS20, IGS, IGS Multi-GNSS, RTS",CDDIS,40149M001,INTERNAL,"NRCan, Geodetic Survey Division",1
REUN00REU,FR,SEPT POLARX5,TRM55971.00,NONE,GPS+GLO+GAL+BDS+IRNSS+SBAS,-21.208225235569042,55.57172078072449,1558.3615629906576,3364099.05,4907944.53,-2293466.81,ROBOT,"IGS08, IGS08 Core, IGS14, IGS14 Core, IGS20, IGS, IGS Multi-GNSS, RTS",IGN / Saint-Mandé,97401M003,INTERNAL,"Institut National de l'Information Geographique et, INSTITUT DE PHYSIQUE DU GLOBE DE PARIS",1
REYK00ISL,IS,LEICA GR50,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS+IRNSS+SBAS,64.1387888888889,-21.955491666666667,93.0,2587383.9,-1043033.6,5716564.2,ROBOT,"IGS20, IGS, IGS Multi-GNSS, RTS",BKG,10202M001,INTERNAL,Bundesamt fuer Kartographie und Geodaesie,1
RGDG00ARG,AR,TRIMBLE ALLOY,TRM59800.00,SCIS,GPS+GLO+GAL+BDS+SBAS,-53.785838539722214,-67.75152794388892,32.364,1429870.3961,-3495334.7685,-5122723.0071,ROBOT,"IGS Multi-GNSS, IGS, RTS",IGN,41507M007,INTERNAL,Centre National d'Etudes Spatiales,1
RIGA00LVA,LV,LEICA GR50,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS+QZSS+SBAS,56.94861944444444,24.058772222222224,34.7,3183899.344,1421478.378,5322810.736,ROBOT,"IGS08, IGS14, IGS20, IGS, IGS Multi-GNSS, RTS",BKG,12302M002,INTERNAL,Institute of astronomy of the University of Latvia,1
RIO100ESP,ES,LEICA GR50,LEIAR25.R4,LEIT,GPS+GLO+GAL,42.46424166666668,-2.426097222222223,450.4,4708447.196,-199490.814,4284089.342,ROBOT,"IGS, IGS Multi-GNSS, RTS",BKG,13448M002,INTERNAL,Instituto Geografico Nacional,1
RIO200ARG,AR,SEPT ASTERX4,SEPCHOKE_B3E6,NONE,GPS+GLO+GAL+BDS+SBAS,-53.785472222222204,-67.75111944444447,32.0,1429907.7834,-3495354.8119,-5122698.6553,ROBOT,"IGS14, IGS14 Core, IGS20, IGS, IGS Multi-GNSS, RTS",CDDIS,41507M006,INTERNAL,GeoForschungsZentrum,1
RIOP00ECU,EC,TRIMBLE NETRS,TRM41249.00,NONE,GPS,-1.6505999999999996,-78.6511,2793.0,1255140.9798,-6253585.5781,-182569.6128,ROBOT,IGS,CDDIS,42006M001,INTERNAL,EarthScope Consortium,2
ROAG00ESP,ES,SEPT POLARX5TR,LEIAR25.R4,NONE,GPS+GLO+GAL+BDS+IRNSS+SBAS,36.46335,-6.206274999999999,83.2,5105577.352,-555208.925,3769714.099,ROBOT,"IGS, IGS Multi-GNSS, RTS",IGN,13402M007,EXTERNAL H-MASER,Real Instituto y Observatorio de la Armada,1
ROCK00USA,US,SEPT POLARX5,TWIVC6050,SCIS,GPS+GLO+GAL+SBAS,34.23567499999999,-118.67643055555551,553.39,-2533220.219,-4631543.3986,3568400.542,ROBOT,"IGS, RTS",CDDIS,40478M002,INTERNAL,USGS,2
ROTH00ATA,AQ,LEICA GRX1200+GNSS,LEIAR25,LEIT,GPS+GLO,-67.57140219444443,-68.12574624999996,39.793,909246.711,-2264763.494,-5873056.98,ROBOT,IGS,BKG,66007M003,INTERNAL,Newcastle University,1
SABY00BES,BQ,SEPT POLARX5E,SEPCHOKE_B3E6,SPKE,GPS+GLO+GAL+BDS+SBAS,17.645849999999996,-63.22056944444447,-3.7,2739342.756,-5427818.269,1921067.968,ROBOT,"IGS, RTS, IGS Multi-GNSS",CDDIS,86103M001,INTERNAL,Kadaster,1
SALU00BRA,BR,TRIMBLE NETR9,TRM115000.00,NONE,GPS+GLO+GAL+BDS,-2.593458333333334,-44.21247777777777,18.9,4566947.87,-4443098.5,-286674.66,ROBOT,"IGS14, IGS14 Core, IGS20, IGS, RTS, IGS Multi-GNSS",CDDIS,41640M001,INTERNAL,Instituto Brasileiro de Geografia e Estatística,1
SAMO00WSM,WS,SEPT POLARX5,JAVRINGANT_DM,NONE,GPS+GLO+GAL+BDS+QZSS,-13.84921111111111,-171.73841944444445,76.9,-6129702.2557,-890029.4165,-1516807.4422,ROBOT,"IGS, IGS Multi-GNSS, RTS",GA,50603M001,INTERNAL,Geoscience Australia,1
SANT00CHL,CL,SEPT POLARX5,JAVRINGANT_DM,NONE,GPS+GLO+GAL+BDS,-33.15028780555556,-70.66855347222221,723.0746,1769693.588,-5044574.184,-3468320.907,ROBOT,"IGS08, IGS14 Core, IGS14, IGS20, IGS, IGS Multi-GNSS, RTS",JPL,41705M003,INTERNAL,Jet Propulsion Laboratory,1
SASK00CAN,CA,JAVAD TRE_G3TH DELTA,NOV750.R4,NOVS,GPS+GLO+GAL,52.196253595599984,-106.3983591630867,578.8803555059882,-1106130.052,-3758704.919,5016675.42,ROBOT,"IGS20, IGS, IGS Multi-GNSS, RTS",CDDIS,40167M001,INTERNAL,Natural Resources Canada,1
SAVO00BRA,BR,TRIMBLE NETR9,TRM115000.00,NONE,GPS+GLO+GAL+BDS,-12.939246833333332,-38.43225372222221,76.3,4870283.7503,-3864605.3094,-1418872.4823,ROBOT,"IGS14, IGS14 Core, IGS20, IGS, RTS, IGS Multi-GNSS",CDDIS,41643M001,INTERNAL,Instituto Brasileiro de Geografia e Estatística,223
SBOK00ZAF,ZA,TRIMBLE ALLOY,ASH701941.B,SCIS,GPS+GLO,-29.669322222222224,17.879208333333334,1043.1,5279492.0167,1703114.2749,-3139092.9922,ROBOT,"IGS20, IGS",ftp://igs.ign.fr/,30320M001,INTERNAL,National Geospatial Information,2
SCH200CAN,CA,JAVAD TRE_3N DELTA,ASH701945E_M,NONE,GPS+GLO+GAL,54.83208890126793,-66.83261376811782,498.1863513674972,1448636.93,-3385243.67,5191046.95,ROBOT,"IGS08, IGS08 Core, IGS14, IGS20, IGS14 Core, IGS Multi-GNSS, IGS, RTS",CDDIS,40133M002,INTERNAL,Natural Resources Canada,1
